city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
49,0.92,0,0,2,0,3,15,7,5,0,34.0,0.0
64,0.624,1,0,2,1,4,15,8,5,5,68.0,1.0
64,0.624,1,1,2,0,5,12,4,5,5,24.0,1.0
64,0.624,1,0,2,0,5,18,5,1,0,25.0,1.0
74,0.893,1,1,2,0,5,1,8,5,5,25.0,0.0
2,0.887,1,1,0,0,5,17,8,5,5,61.0,0.0
55,0.878,1,0,0,2,5,22,8,5,5,28.0,0.0
65,0.899,0,0,2,0,5,22,1,5,0,17.0,0.0
5,0.92,1,0,2,0,5,17,4,1,1,66.0,0.0
48,0.91,1,0,2,2,5,4,1,5,0,20.0,0.0
48,0.91,1,0,2,0,5,8,0,5,4,35.0,0.0
48,0.91,1,0,2,0,3,22,2,5,3,66.0,0.0
94,0.802,1,0,1,0,5,17,3,5,1,40.0,0.0
5,0.92,1,1,2,1,4,15,8,5,5,47.0,0.0
13,0.926,1,0,2,0,4,7,1,5,4,95.0,0.0
33,0.698,1,1,0,1,4,12,8,5,5,6.0,0.0
30,0.897,1,1,0,0,5,17,8,5,0,10.0,1.0
5,0.92,0,0,2,0,2,2,3,5,4,124.0,0.0
30,0.897,1,1,0,0,4,16,8,5,0,185.5,0.0
64,0.624,1,0,0,0,5,14,7,5,0,10.0,1.0
48,0.91,1,1,0,0,5,16,6,5,0,77.0,0.0
64,0.624,1,1,2,0,5,16,0,5,0,168.0,1.0
46,0.766,1,0,2,0,5,14,4,5,0,9.0,0.0
64,0.624,1,0,2,0,5,16,4,5,0,88.0,1.0
48,0.91,1,0,2,0,5,12,4,5,0,56.0,0.0
77,0.776,1,0,2,0,2,20,7,5,0,155.0,0.0
3,0.558,1,1,2,2,2,15,8,5,0,46.0,1.0
5,0.92,1,0,2,0,3,22,8,5,4,32.0,1.0
5,0.92,1,0,2,0,5,2,8,5,0,23.0,1.0
3,0.558,1,0,2,0,1,14,4,5,4,67.0,1.0
5,0.92,1,1,0,0,5,19,8,5,0,11.0,0.0
5,0.92,1,0,0,0,5,1,7,0,0,73.0,0.0
49,0.92,1,0,2,2,5,22,2,4,0,46.0,0.0
48,0.91,1,1,0,0,5,17,8,5,5,84.0,0.0
103,0.939,1,0,2,0,2,22,8,5,0,51.0,1.0
5,0.92,1,0,2,0,5,18,8,5,4,135.0,0.0
5,0.92,1,1,2,0,4,15,8,5,5,138.0,0.0
48,0.91,1,0,2,2,2,14,4,5,1,139.0,1.0
13,0.926,1,0,1,2,5,3,4,5,0,77.0,0.0
13,0.926,1,0,0,1,4,2,1,5,4,46.0,0.0
99,0.884,1,0,2,0,5,14,8,5,0,36.0,0.0
64,0.624,1,0,2,0,5,17,4,5,0,101.0,0.0
30,0.897,1,0,2,0,4,22,8,5,4,22.0,0.0
28,0.742,1,0,1,0,5,2,1,5,0,7.0,0.0
5,0.92,1,1,0,0,5,14,7,4,0,23.0,0.0
5,0.92,1,1,0,0,1,14,8,5,0,58.0,0.0
48,0.91,1,0,2,0,4,22,8,5,0,102.0,1.0
120,0.925,1,1,2,0,3,14,8,5,2,79.0,1.0
49,0.92,0,0,2,2,5,22,1,5,1,92.0,0.0
9,0.518,1,0,2,0,5,17,1,2,0,19.0,0.0
5,0.92,1,0,2,2,5,22,3,5,1,54.0,0.0
98,0.698,1,0,0,0,5,15,8,5,0,11.0,1.0
47,0.843,1,0,2,0,5,10,1,5,0,28.0,0.0
5,0.92,1,1,0,0,5,17,4,4,0,19.0,0.0
5,0.92,1,0,2,0,5,17,3,5,1,24.0,0.0
22,0.479,1,1,0,0,5,2,8,5,4,35.0,1.0
4,0.804,1,0,2,0,5,22,6,5,4,12.0,0.0
64,0.624,1,1,0,0,5,12,8,5,0,57.0,1.0
114,0.925,1,1,0,0,5,17,2,4,0,4.0,0.0
5,0.92,1,0,2,0,5,19,3,5,2,32.0,0.0
47,0.843,1,1,0,0,5,16,8,5,1,94.0,0.0
83,0.762,1,0,2,2,5,2,1,5,4,97.0,0.0
5,0.92,1,0,2,0,5,17,5,5,1,74.0,0.0
5,0.92,1,0,0,2,5,22,1,2,0,32.0,0.0
5,0.92,1,0,2,0,5,22,4,4,2,110.0,1.0
5,0.92,1,0,2,0,0,15,8,5,5,98.0,1.0
57,0.764,1,1,0,1,4,12,8,5,0,104.0,0.0
29,0.698,1,1,2,0,4,1,8,5,5,23.0,0.0
2,0.887,1,1,2,0,5,2,1,2,0,160.0,0.0
101,0.754,1,0,2,0,5,9,4,5,3,83.0,1.0
48,0.91,1,1,1,0,5,1,6,5,0,34.0,0.0
5,0.92,2,0,2,0,5,22,8,5,4,20.0,1.0
94,0.802,1,0,2,0,5,3,1,5,1,32.0,0.0
5,0.92,1,0,2,0,5,18,4,5,0,17.0,0.0
2,0.887,1,1,0,0,5,14,8,5,5,25.0,1.0
98,0.698,1,0,0,0,5,15,1,5,1,124.0,0.0
5,0.92,1,0,2,0,5,22,3,5,4,48.0,0.0
5,0.92,1,0,2,0,5,3,3,5,4,152.0,0.0
48,0.91,1,0,2,2,5,22,3,5,4,8.0,0.0
90,0.775,1,0,1,0,5,22,6,4,0,44.0,0.0
13,0.926,1,0,1,1,4,13,1,5,4,78.0,0.0
70,0.939,1,1,0,1,4,14,3,5,0,41.0,0.0
64,0.624,1,0,0,2,5,1,7,0,0,182.0,1.0
64,0.624,1,0,2,2,5,2,3,5,4,8.0,0.0
64,0.624,1,1,2,0,5,21,4,5,1,43.0,0.0
5,0.92,1,0,2,0,5,17,0,5,3,23.0,1.0
64,0.624,1,1,2,1,4,12,8,5,5,102.0,1.0
64,0.624,1,0,0,0,5,16,0,5,0,91.0,1.0
6,0.924,1,0,2,2,4,20,1,5,3,7.0,0.0
41,0.689,1,0,2,0,5,3,8,5,0,56.0,0.0
6,0.924,1,0,2,0,5,20,4,5,5,8.0,0.0
122,0.915,1,1,0,1,4,15,8,5,0,113.0,0.0
5,0.92,1,0,2,0,5,22,8,5,0,95.0,0.0
64,0.624,1,0,2,2,5,17,3,5,1,155.0,0.0
5,0.92,1,0,2,0,5,22,1,5,2,2.0,0.0
5,0.92,1,1,2,0,5,12,5,5,0,61.0,0.0
49,0.92,1,0,2,0,5,19,3,5,1,185.5,0.0
5,0.92,0,0,2,2,2,22,3,5,0,52.0,0.0
13,0.926,1,0,2,0,5,7,0,5,1,35.0,0.0
101,0.754,1,0,2,0,5,22,8,5,0,72.0,0.0
64,0.624,1,1,0,0,5,21,8,5,5,64.0,1.0
44,0.556,1,0,1,2,5,12,3,5,0,69.0,1.0
13,0.926,1,0,2,0,5,2,7,5,0,26.0,0.0
65,0.899,1,0,2,0,5,22,7,3,4,18.0,0.0
95,0.855,1,0,2,0,5,3,4,5,0,150.0,0.0
48,0.91,1,1,2,1,4,21,8,5,4,57.0,1.0
100,0.795,1,0,2,0,5,15,8,5,0,8.0,0.0
49,0.92,0,0,2,0,5,16,1,5,0,79.0,1.0
5,0.92,1,0,2,0,5,2,1,5,5,64.0,0.0
107,0.698,1,1,0,2,5,8,8,5,1,12.0,0.0
5,0.92,1,0,2,0,5,22,7,1,0,91.0,0.0
64,0.624,1,0,2,2,5,14,1,5,0,11.0,0.0
48,0.91,1,0,2,0,5,22,8,5,4,29.0,0.0
13,0.926,1,0,2,2,5,22,6,5,4,26.0,0.0
48,0.91,1,0,2,0,5,16,4,5,0,36.0,0.0
64,0.624,1,0,2,0,5,17,3,5,0,104.0,1.0
64,0.624,1,1,0,0,5,14,8,5,5,17.0,0.0
5,0.92,1,0,2,0,5,3,8,5,0,15.0,1.0
95,0.855,1,0,1,1,4,15,2,5,0,22.0,0.0
64,0.624,0,0,2,0,5,18,1,5,4,126.0,0.0
49,0.92,1,0,2,0,5,22,1,1,0,52.0,0.0
5,0.92,1,0,2,0,5,3,8,5,1,78.0,1.0
5,0.92,1,1,2,0,5,2,2,5,4,185.5,0.0
21,0.738,1,0,2,2,5,11,4,5,4,18.0,0.0
122,0.915,1,1,2,0,1,12,7,5,0,185.5,0.0
11,0.55,1,1,0,0,5,14,8,5,0,16.0,0.0
55,0.878,1,0,0,0,5,16,4,5,3,69.0,0.0
46,0.766,1,0,0,0,5,15,4,5,1,92.0,1.0
15,0.743,1,0,2,2,5,10,2,5,4,25.0,0.0
93,0.666,1,0,1,0,5,19,5,5,0,85.0,0.0
5,0.92,1,1,2,2,5,1,8,5,5,81.0,1.0
4,0.804,1,0,2,0,4,18,4,5,1,185.5,0.0
64,0.624,1,1,0,2,5,12,8,5,0,55.0,1.0
48,0.91,1,1,0,0,5,12,3,5,0,48.0,0.0
92,0.645,1,1,2,0,5,21,8,5,5,50.0,0.0
65,0.899,1,0,1,1,4,18,8,4,1,48.0,0.0
97,0.647,1,0,2,2,5,14,3,5,0,77.0,0.0
64,0.624,1,0,2,0,5,9,4,5,0,78.0,1.0
5,0.92,1,0,2,0,1,16,8,5,1,25.0,0.0
30,0.897,1,0,2,2,5,20,3,5,0,72.0,0.0
5,0.92,1,0,2,0,5,4,4,5,0,58.0,0.0
49,0.92,1,0,2,0,5,2,1,5,3,117.0,0.0
48,0.91,1,0,2,0,4,22,7,5,1,163.0,1.0
13,0.926,1,0,2,0,5,7,5,5,0,28.0,0.0
48,0.91,1,1,2,1,4,15,8,5,0,24.0,0.0
48,0.91,1,0,0,0,5,17,7,5,1,151.0,0.0
5,0.92,1,0,2,0,5,14,2,5,2,26.0,0.0
13,0.926,1,0,2,1,4,22,1,5,4,18.0,0.0
64,0.624,1,1,0,1,4,12,8,5,0,94.0,0.0
5,0.92,1,0,2,4,4,22,3,5,0,102.0,0.0
2,0.887,1,1,2,1,4,14,8,5,5,96.0,0.0
11,0.55,1,0,2,0,5,17,4,5,0,10.0,0.0
5,0.92,1,0,2,0,5,7,4,5,0,35.0,0.0
55,0.878,1,0,0,1,4,6,2,5,1,61.0,0.0
48,0.91,1,1,2,4,4,14,8,5,5,48.0,0.0
5,0.92,1,0,2,0,5,19,1,5,4,106.0,0.0
4,0.804,1,0,2,3,5,21,1,5,1,185.5,1.0
48,0.91,1,0,2,0,0,22,8,5,0,31.0,0.0
112,0.923,1,0,2,0,5,15,0,5,0,35.0,0.0
48,0.91,1,0,2,0,5,19,8,5,4,118.0,0.0
64,0.624,1,0,2,0,5,18,7,0,0,111.0,1.0
5,0.92,1,0,2,0,5,22,2,5,3,104.0,0.0
101,0.754,1,0,2,0,5,15,2,5,1,24.0,0.0
5,0.92,1,0,2,0,5,10,4,5,4,158.0,0.0
30,0.897,1,0,2,2,5,22,5,5,0,32.0,0.0
48,0.91,1,0,2,0,5,18,0,5,0,11.0,0.0
64,0.624,1,0,2,0,5,18,5,5,1,2.0,1.0
11,0.55,1,0,1,0,5,14,8,5,0,58.0,1.0
5,0.92,1,0,2,0,5,2,1,5,4,33.0,0.0
101,0.754,1,1,0,1,4,14,8,5,5,37.0,0.0
64,0.624,1,0,2,2,5,22,2,5,1,56.0,1.0
64,0.624,1,0,2,0,5,3,4,5,0,67.0,1.0
5,0.92,1,0,2,0,5,22,8,5,4,92.0,0.0
5,0.92,1,0,2,0,5,6,3,5,4,18.0,0.0
42,0.698,1,0,2,2,5,16,7,1,0,7.0,0.0
94,0.802,1,0,2,0,5,16,4,5,0,46.0,0.0
64,0.624,1,1,2,2,5,16,8,2,4,105.0,1.0
121,0.949,1,0,2,0,5,22,4,5,4,49.0,0.0
15,0.743,1,0,2,0,5,17,4,5,1,180.0,0.0
48,0.91,1,0,2,0,5,18,0,5,2,33.0,1.0
116,0.698,1,0,2,2,5,2,1,5,4,40.0,0.0
64,0.624,1,0,1,2,5,20,3,5,3,36.0,1.0
5,0.92,1,1,2,0,5,22,8,5,1,28.0,1.0
5,0.92,1,0,2,0,5,22,3,5,0,17.0,0.0
24,0.527,1,0,2,0,2,13,0,5,0,64.0,1.0
49,0.92,1,0,2,2,5,14,4,5,5,28.0,1.0
30,0.897,1,0,2,2,5,20,7,0,0,12.0,0.0
31,0.836,1,1,2,0,1,21,8,5,0,31.0,1.0
2,0.887,1,1,2,0,4,14,8,5,5,185.5,0.0
5,0.92,1,0,1,0,4,1,7,2,5,156.0,0.0
78,0.827,1,0,0,1,4,15,4,0,0,18.0,1.0
5,0.92,1,0,2,0,5,10,2,5,3,23.0,0.0
5,0.92,1,0,2,2,5,2,8,5,4,10.0,0.0
48,0.91,1,1,2,1,4,1,8,5,5,9.0,0.0
89,0.866,1,0,0,0,5,17,7,5,5,11.0,0.0
103,0.939,1,0,2,0,5,10,4,1,0,56.0,0.0
13,0.926,1,0,2,2,5,8,3,5,4,26.0,0.0
78,0.827,1,0,2,2,5,18,7,0,3,16.0,0.0
5,0.92,1,0,2,2,2,15,5,5,0,20.0,0.0
5,0.92,1,0,2,0,5,6,3,5,0,152.0,0.0
64,0.624,1,1,0,1,4,12,8,5,5,18.0,0.0
15,0.743,1,1,2,2,5,22,3,5,4,185.5,0.0
93,0.666,2,0,1,1,4,19,7,5,4,185.5,0.0
30,0.897,1,0,2,0,5,16,7,5,1,38.0,0.0
64,0.624,1,0,2,0,5,20,5,5,4,12.0,0.0
5,0.92,1,0,2,2,5,11,8,5,4,51.0,0.0
41,0.689,1,0,2,0,5,9,0,0,1,119.0,0.0
4,0.804,1,0,0,0,5,12,1,5,0,40.0,0.0
24,0.527,0,0,2,0,5,12,4,5,1,81.0,1.0
31,0.836,1,0,2,2,5,22,3,5,4,10.0,1.0
13,0.926,1,0,2,0,2,10,8,5,5,96.0,0.0
41,0.689,1,1,0,1,4,15,8,5,5,121.0,1.0
13,0.926,1,0,2,0,5,18,2,5,0,70.0,0.0
3,0.558,1,0,0,0,5,15,8,5,0,185.5,1.0
5,0.92,1,0,2,0,5,15,4,5,0,12.0,0.0
15,0.743,1,1,2,0,5,14,8,5,5,16.0,1.0
64,0.624,1,0,2,0,5,21,0,5,0,17.0,1.0
64,0.624,1,0,2,0,5,19,1,5,5,66.0,1.0
50,0.767,1,1,0,0,5,20,8,5,5,29.0,1.0
33,0.698,1,1,0,0,5,14,1,5,0,3.0,0.0
77,0.776,1,0,2,0,5,2,5,5,4,32.0,0.0
64,0.624,1,0,2,0,5,1,3,5,0,60.0,1.0
47,0.843,1,0,1,0,5,17,7,5,0,24.0,1.0
89,0.866,1,0,2,0,5,18,1,5,1,10.0,0.0
47,0.843,1,0,2,2,5,20,0,5,2,86.0,0.0
64,0.624,0,0,2,2,5,1,8,3,5,11.0,1.0
97,0.647,1,1,0,2,5,16,8,5,5,7.0,1.0
13,0.926,1,1,0,0,5,17,7,5,0,144.0,0.0
48,0.91,1,0,2,2,2,15,7,5,1,55.0,0.0
64,0.624,1,0,0,2,5,7,3,5,1,96.0,1.0
49,0.92,1,0,2,0,0,22,8,5,3,103.0,1.0
5,0.92,1,0,2,0,4,2,1,5,0,10.0,0.0
2,0.887,1,1,1,0,5,15,8,5,0,50.0,1.0
5,0.92,1,0,0,0,5,20,0,5,3,12.0,0.0
5,0.92,1,0,2,0,5,15,8,5,1,44.0,0.0
5,0.92,1,0,2,0,5,22,4,5,0,30.0,0.0
6,0.924,1,1,1,0,5,15,8,5,0,35.0,0.0
13,0.926,1,1,2,1,4,20,8,5,5,46.0,0.0
5,0.92,1,0,2,0,5,2,7,5,1,41.0,0.0
48,0.91,1,1,1,0,5,14,2,4,4,84.0,0.0
64,0.624,1,0,2,2,5,14,8,5,0,108.0,0.0
42,0.698,1,0,2,2,5,2,4,5,3,43.0,0.0
89,0.866,1,0,2,0,5,3,0,5,0,37.0,0.0
5,0.92,1,0,2,4,4,14,4,5,0,7.0,0.0
64,0.624,1,0,0,0,5,3,7,0,0,185.5,0.0
116,0.698,1,0,2,0,5,9,4,4,4,20.0,0.0
64,0.624,1,1,2,0,5,1,0,5,0,80.0,1.0
13,0.926,1,1,0,2,5,19,2,4,4,19.0,0.0
95,0.855,1,1,2,0,4,21,8,5,5,62.0,0.0
48,0.91,1,1,0,0,5,19,8,5,5,16.0,1.0
48,0.91,1,0,2,0,5,19,2,5,4,55.0,0.0
93,0.666,1,0,2,2,5,22,1,1,0,42.0,0.0
112,0.923,1,0,2,0,5,16,4,1,1,70.0,1.0
5,0.92,1,1,2,1,4,1,8,5,0,12.0,1.0
13,0.926,1,1,0,1,4,20,1,5,0,5.0,0.0
120,0.925,1,0,2,0,5,22,8,5,4,50.0,0.0
101,0.754,1,0,2,0,5,18,1,5,0,100.0,0.0
83,0.762,1,0,2,0,5,17,1,1,0,100.0,0.0
64,0.624,1,0,1,0,5,18,3,5,2,185.5,1.0
93,0.666,1,0,2,0,5,18,1,5,1,68.0,0.0
5,0.92,1,0,2,2,5,22,3,5,1,11.0,0.0
13,0.926,0,1,1,1,4,14,0,4,0,28.0,1.0
122,0.915,0,1,2,3,2,2,2,2,1,41.0,0.0
11,0.55,1,1,0,0,5,17,8,5,5,40.0,1.0
55,0.878,1,0,0,0,5,18,0,5,0,37.0,1.0
4,0.804,1,0,2,0,3,15,2,5,1,130.0,0.0
43,0.698,1,1,0,0,5,16,7,4,0,108.0,0.0
99,0.884,1,0,2,2,5,8,4,5,1,26.0,1.0
46,0.766,1,0,2,0,5,15,1,5,1,152.0,0.0
11,0.55,1,0,2,0,5,1,4,5,0,87.0,0.0
5,0.92,0,0,2,0,2,15,1,1,0,33.0,0.0
5,0.92,1,1,2,0,5,13,3,2,4,28.0,0.0
96,0.856,1,0,2,0,5,4,4,5,5,62.0,0.0
48,0.91,1,0,2,0,5,22,8,5,4,27.0,0.0
49,0.92,1,0,2,0,5,2,4,5,0,41.0,0.0
89,0.866,1,0,2,2,5,22,6,5,0,42.0,0.0
64,0.624,0,1,0,1,4,14,8,5,5,42.0,1.0
95,0.855,1,0,0,0,5,16,3,5,1,28.0,1.0
5,0.92,1,0,2,0,5,3,2,5,4,51.0,0.0
64,0.624,1,1,2,0,5,21,8,5,5,84.0,1.0
5,0.92,1,1,2,0,0,3,5,2,4,161.0,0.0
5,0.92,1,0,2,0,5,22,3,5,3,90.0,0.0
55,0.878,1,0,2,0,5,5,1,2,0,31.0,0.0
71,0.698,1,1,2,0,5,19,8,5,4,76.0,1.0
49,0.92,1,1,0,0,5,14,8,4,0,102.0,1.0
6,0.924,0,0,2,1,4,6,8,5,4,142.0,0.0
101,0.754,0,0,2,0,5,20,2,2,4,109.0,0.0
41,0.689,1,0,2,0,5,11,0,5,0,11.0,0.0
48,0.91,1,1,2,0,5,22,8,5,4,23.0,0.0
91,0.913,1,1,0,1,4,12,8,5,5,22.0,0.0
2,0.887,1,1,0,1,4,16,8,5,5,184.0,0.0
44,0.556,1,0,2,0,5,17,1,5,0,46.0,0.0
13,0.926,1,0,2,2,5,3,2,5,0,12.0,0.0
5,0.92,1,0,2,1,4,22,8,5,1,185.5,1.0
31,0.836,1,0,0,0,2,21,1,5,0,56.0,0.0
64,0.624,1,0,0,0,5,14,1,3,1,163.0,1.0
83,0.762,1,0,2,0,5,8,3,5,1,53.0,0.0
55,0.878,1,0,2,2,0,18,8,5,5,65.0,0.0
64,0.624,1,0,2,0,5,18,2,5,1,25.0,1.0
91,0.913,1,0,2,0,5,22,2,5,4,12.0,0.0
95,0.855,1,0,2,2,5,2,8,5,0,41.0,0.0
50,0.767,1,0,1,2,5,17,4,5,1,79.0,0.0
101,0.754,1,0,2,0,5,17,4,5,0,121.0,0.0
5,0.92,1,1,0,1,4,16,8,5,0,27.0,0.0
64,0.624,1,0,2,0,5,14,4,5,1,50.0,0.0
95,0.855,1,1,0,1,4,15,8,5,0,4.0,0.0
3,0.558,1,0,2,0,5,16,1,5,0,15.0,1.0
64,0.624,1,1,0,2,5,12,8,5,5,48.0,1.0
85,0.896,1,0,2,0,5,14,4,5,0,92.0,0.0
5,0.92,1,0,2,0,4,19,8,5,0,12.0,0.0
95,0.855,1,0,2,2,5,17,3,5,0,8.0,0.0
48,0.91,1,0,2,0,5,9,3,5,4,31.0,0.0
5,0.92,0,1,2,2,2,15,4,1,0,96.0,0.0
55,0.878,1,0,2,2,5,9,1,5,1,185.5,0.0
70,0.939,1,1,2,3,5,22,1,4,4,46.0,0.0
5,0.92,1,0,2,2,5,13,3,5,4,76.0,0.0
64,0.624,1,0,2,0,5,21,5,5,0,32.0,1.0
101,0.754,1,0,2,0,5,22,1,5,4,37.0,0.0
102,0.579,1,1,1,0,5,12,1,5,0,16.0,1.0
30,0.897,1,0,2,2,5,17,1,2,0,34.0,1.0
5,0.92,1,0,2,0,4,22,5,5,4,30.0,1.0
5,0.92,1,0,2,0,5,19,4,2,1,20.0,0.0
4,0.804,1,1,0,0,4,19,5,5,4,76.0,0.0
64,0.624,1,1,2,2,5,14,7,0,2,44.0,0.0
48,0.91,1,1,2,1,4,12,8,5,5,5.0,1.0
5,0.92,1,0,2,0,2,16,3,5,3,25.0,0.0
48,0.91,1,1,0,0,5,16,8,5,3,10.0,1.0
64,0.624,1,0,2,0,3,15,4,5,3,11.0,0.0
48,0.91,1,0,2,1,4,2,7,1,0,94.0,0.0
5,0.92,1,0,2,0,5,5,1,5,0,53.0,0.0
50,0.767,1,1,0,1,4,15,8,5,5,32.0,0.0
5,0.92,1,0,2,0,5,2,3,5,1,58.0,0.0
95,0.855,0,1,0,1,4,14,8,5,5,63.0,1.0
64,0.624,0,1,0,0,5,17,3,4,0,15.0,1.0
106,0.579,1,0,2,0,5,20,1,5,1,97.0,1.0
116,0.698,0,1,0,0,5,20,8,5,5,185.5,0.0
49,0.92,1,0,2,0,5,22,8,5,4,18.0,1.0
13,0.926,1,0,2,2,5,3,5,5,0,74.0,0.0
30,0.897,1,0,2,2,5,7,2,5,2,45.0,1.0
5,0.92,1,0,2,0,2,3,8,5,2,48.0,0.0
44,0.556,0,0,2,0,5,2,1,5,0,57.0,1.0
101,0.754,1,0,0,1,4,15,8,5,0,52.0,1.0
49,0.92,1,0,2,1,4,16,4,5,0,133.0,0.0
64,0.624,1,0,2,0,5,2,1,0,5,126.0,1.0
5,0.92,1,0,2,0,5,22,8,5,0,39.0,1.0
5,0.92,1,0,1,0,5,11,8,5,0,30.0,0.0
64,0.624,1,1,0,0,4,18,8,5,5,48.0,1.0
5,0.92,1,0,2,0,5,22,3,5,1,34.0,0.0
5,0.92,1,1,2,1,4,15,8,5,1,28.0,0.0
2,0.887,1,0,0,1,4,18,8,5,5,117.0,0.0
36,0.727,1,0,2,0,5,4,1,5,3,22.0,0.0
5,0.92,1,0,1,0,5,6,4,5,4,22.0,0.0
64,0.624,1,0,0,0,5,15,4,5,0,23.0,1.0
13,0.926,1,0,2,2,5,9,1,5,1,76.0,0.0
6,0.924,1,0,1,0,5,22,8,5,4,15.0,0.0
83,0.762,1,0,2,0,5,22,8,5,4,67.0,0.0
57,0.764,1,0,2,2,5,11,8,5,4,4.0,0.0
48,0.91,1,1,2,1,4,15,0,5,0,13.0,0.0
50,0.767,1,1,0,1,4,16,8,5,5,9.0,0.0
121,0.949,1,0,2,0,5,6,5,4,3,5.0,0.0
48,0.91,1,0,2,0,5,7,3,4,0,7.0,0.0
64,0.624,1,0,2,0,5,16,5,5,0,24.0,1.0
5,0.92,1,0,2,0,5,22,3,5,4,79.0,1.0
121,0.949,1,0,2,2,5,2,4,5,1,62.0,0.0
48,0.91,1,0,2,2,5,12,4,1,0,20.0,0.0
101,0.754,1,0,1,0,5,15,8,5,0,35.0,0.0
5,0.92,1,1,2,0,4,15,8,5,0,16.0,0.0
48,0.91,1,0,2,0,5,19,1,5,0,33.0,0.0
30,0.897,1,0,2,3,5,22,3,5,4,185.5,0.0
11,0.55,1,0,2,0,5,18,1,5,1,117.0,1.0
3,0.558,1,1,1,0,4,21,8,5,1,185.5,1.0
49,0.92,1,0,0,1,4,14,3,5,0,23.0,0.0
61,0.682,1,0,2,0,5,22,1,5,1,76.0,0.0
112,0.923,1,1,2,1,4,15,8,5,5,41.0,0.0
51,0.903,1,0,2,0,5,22,2,5,1,86.0,0.0
13,0.926,1,0,2,0,5,22,8,5,4,25.0,0.0
48,0.91,1,0,2,2,2,6,3,5,0,158.0,0.0
65,0.899,1,0,2,0,5,22,1,1,0,33.0,0.0
13,0.926,1,1,2,1,4,20,4,5,0,37.0,0.0
47,0.843,1,0,2,2,5,5,7,5,5,60.0,0.0
11,0.55,1,0,2,2,5,16,0,0,3,9.0,1.0
4,0.804,1,1,2,0,3,17,8,5,0,26.0,1.0
103,0.939,1,0,2,0,5,22,7,5,0,11.0,0.0
103,0.939,1,1,2,4,4,14,8,5,5,70.0,0.0
5,0.92,1,0,2,0,5,5,7,1,0,127.0,0.0
85,0.896,0,0,0,0,5,15,0,5,0,23.0,0.0
6,0.924,0,1,0,0,5,17,8,5,3,11.0,1.0
49,0.92,1,0,2,0,5,22,8,5,4,39.0,1.0
64,0.624,1,0,2,0,5,2,2,5,1,18.0,1.0
69,0.848,1,0,2,0,5,15,2,5,0,57.0,1.0
64,0.624,1,1,2,0,5,2,1,5,4,23.0,1.0
5,0.92,1,0,2,0,5,6,7,5,0,68.0,0.0
13,0.926,1,0,0,0,5,11,0,1,0,12.0,1.0
49,0.92,1,0,2,0,5,22,8,5,4,42.0,0.0
65,0.899,1,0,1,0,5,18,7,0,0,63.0,0.0
6,0.924,1,0,2,1,4,22,2,5,0,44.0,0.0
102,0.579,1,0,2,0,4,16,8,5,0,4.0,1.0
5,0.92,1,0,2,2,5,22,3,5,4,40.0,0.0
64,0.624,0,1,2,2,5,16,4,5,5,23.0,0.0
101,0.754,1,1,1,0,5,17,8,5,1,185.5,0.0
64,0.624,1,0,1,2,5,12,0,5,0,24.0,0.0
64,0.624,1,0,2,0,5,18,4,5,1,29.0,0.0
99,0.884,1,0,2,0,5,4,4,1,4,2.0,0.0
7,0.794,1,0,2,1,4,6,7,5,4,33.0,0.0
48,0.91,1,0,2,0,5,11,8,5,0,6.0,0.0
24,0.527,1,0,0,0,5,12,0,5,0,88.0,0.0
48,0.91,0,1,2,0,3,6,4,5,2,56.0,0.0
13,0.926,1,0,2,0,5,20,7,5,0,19.0,0.0
30,0.897,1,0,2,0,4,2,4,5,0,17.0,0.0
104,0.698,1,1,2,1,4,17,5,2,5,185.5,0.0
49,0.92,1,0,2,2,5,16,3,5,4,6.0,0.0
64,0.624,1,1,2,0,5,21,8,5,5,55.0,0.0
13,0.926,1,1,2,0,5,22,7,5,3,57.0,0.0
13,0.926,1,0,2,2,5,22,3,5,0,66.0,0.0
64,0.624,1,1,0,0,5,12,8,5,5,13.0,1.0
11,0.55,1,0,0,2,5,15,4,2,0,110.0,1.0
95,0.855,2,0,2,1,4,3,4,1,3,78.0,1.0
5,0.92,1,0,2,0,5,22,1,5,0,126.0,0.0
74,0.893,1,0,2,2,5,22,1,5,4,16.0,0.0
102,0.579,1,0,2,0,5,8,4,5,4,168.0,1.0
5,0.92,1,0,2,2,5,10,0,5,1,47.0,0.0
5,0.92,1,0,2,2,5,2,8,5,0,24.0,0.0
64,0.624,1,1,0,0,5,14,8,5,0,67.0,0.0
99,0.884,1,0,1,0,5,3,0,0,0,138.0,0.0
66,0.698,1,0,2,2,5,22,1,5,0,30.0,0.0
103,0.939,0,0,1,0,5,7,5,5,0,44.0,0.0
3,0.558,1,1,2,1,4,17,8,5,5,31.0,1.0
13,0.926,1,1,1,1,4,14,4,0,1,134.0,0.0
103,0.939,1,0,2,2,5,22,4,5,1,163.0,0.0
49,0.92,1,0,2,0,5,7,8,5,1,37.0,0.0
91,0.913,1,0,2,2,5,3,0,0,0,45.0,0.0
2,0.887,1,0,2,3,5,2,0,5,1,185.5,0.0
64,0.624,1,0,2,2,5,16,0,5,1,52.0,1.0
5,0.92,1,0,2,0,5,22,3,5,4,72.0,0.0
5,0.92,1,0,2,0,5,18,7,5,0,28.0,0.0
